pair,date,high,low,open,close,volume
USDT_BTC,0,35999.97,35999.90,36000.00,35999.94,161537959
USDT_BTC,3600,35999.99,36000.04,36000.01,36000.02,88395738
USDT_BTC,7200,35999.99,35999.85,35999.99,35999.92,128038180
USDT_BTC,10800,36000.03,36000.00,36000.02,36000.01,200270905
USDT_BTC,14400,36000.01,35999.84,36000.00,35999.92,74669109
USDT_BTC,18000,36000.02,36000.24,36000.04,36000.13,84221275
USDT_BTC,21600,36000.08,36000.10,36000.05,36000.09,184786130
USDT_BTC,25200,36000.12,36000.21,36000.06,36000.16,146182306
USDT_BTC,28800,36000.08,36000.10,36000.08,36000.09,190449046
USDT_BTC,32400,36000.02,36000.10,36000.04,36000.06,137411364
USDT_BTC,36000,36000.05,36000.13,36000.04,36000.09,70924913
USDT_BTC,39600,36000.05,36000.02,36000.04,36000.03,89654974
USDT_BTC,43200,36000.04,36000.00,36000.03,36000.02,71101971
USDT_BTC,46800,36000.03,36000.08,36000.02,36000.05,205097495
USDT_BTC,50400,36000.05,36000.13,36000.03,36000.09,163575563
USDT_BTC,54000,36000.03,35999.89,36000.05,35999.96,121979027
USDT_BTC,57600,36000.08,36000.00,36000.02,36000.04,175655509
USDT_BTC,61200,35999.98,36000.11,36000.01,36000.04,107989762
USDT_BTC,64800,36000.04,36000.00,36000.02,36000.02,202128809
USDT_BTC,68400,35999.96,35999.80,35999.98,35999.88,165369167
USDT_BTC,72000,36000.04,35999.99,36000.04,36000.01,210552098
USDT_BTC,75600,36000.02,35999.94,36000.01,35999.98,153395959
USDT_BTC,79200,35999.98,36000.07,35999.99,36000.02,187284215
USDT_BTC,82800,35999.95,36000.02,35999.97,35999.99,234772265
USDT_BTC,86400,35999.97,35999.87,35999.97,35999.92,228762132
USDT_BTC,90000,36000.03,36000.01,36000.01,36000.02,83083405
USDT_BTC,93600,36000.01,35999.76,35999.98,35999.89,228935687
USDT_BTC,97200,35999.95,36000.05,35999.96,36000.00,208698753
USDT_BTC,100800,35999.97,36000.03,35999.97,36000.00,170157775
USDT_BTC,104400,35999.92,36000.08,35999.97,36000.00,206415480
USDT_BTC,108000,36000.01,36000.05,35999.99,36000.03,121167525
USDT_BTC,111600,35999.95,36000.04,35999.99,36000.00,199968405
USDT_BTC,115200,35999.99,36000.05,36000.01,36000.02,204543455
USDT_BTC,118800,35999.97,36000.23,36000.00,36000.10,111788942
USDT_BTC,122400,35999.99,36000.17,36000.01,36000.08,166178846
USDT_BTC,126000,36000.05,35999.98,36000.04,36000.01,97824243
USDT_BTC,129600,35999.99,35999.89,36000.00,35999.94,136621616
USDT_BTC,133200,36000.02,36000.04,35999.99,36000.03,185511390
USDT_BTC,136800,36000.04,35999.96,36000.02,36000.00,131771686
USDT_BTC,140400,36000.06,35999.96,36000.04,36000.01,161569490
USDT_BTC,144000,36000.01,36000.18,36000.02,36000.10,170279830
USDT_BTC,147600,36000.02,36000.07,36000.01,36000.04,109655341
USDT_BTC,151200,35999.94,36000.03,35999.97,35999.98,98962134
USDT_BTC,154800,35999.99,36000.17,35999.95,36000.08,75315238
