pair,date,high,low,open,close,volume
USDT_BTC,0,35999.95,35999.93,36000.00,35999.94,160263606
USDT_BTC,3600,36000.02,35999.92,36000.02,35999.97,144181258
USDT_BTC,7200,36000.05,36000.27,36000.04,36000.16,84504091
USDT_BTC,10800,36000.06,36000.26,36000.07,36000.16,221483462
USDT_BTC,14400,36000.07,36000.17,36000.12,36000.12,228891042
USDT_BTC,18000,36000.12,36000.12,36000.11,36000.12,142747036
USDT_BTC,21600,36000.16,35999.91,36000.12,36000.04,146379579
USDT_BTC,25200,36000.12,36000.19,36000.09,36000.15,220452180
USDT_BTC,28800,36000.08,36000.15,36000.08,36000.11,227806275
USDT_BTC,32400,36000.11,36000.00,36000.08,36000.06,101532769
USDT_BTC,36000,36000.04,35999.95,36000.07,36000.00,207165254
USDT_BTC,39600,36000.08,36000.00,36000.08,36000.04,239101699
USDT_BTC,43200,36000.09,36000.07,36000.10,36000.08,243686328
USDT_BTC,46800,36000.06,36000.25,36000.07,36000.15,125335463
USDT_BTC,50400,36000.12,35999.98,36000.10,36000.05,91467134
USDT_BTC,54000,36000.10,36000.06,36000.11,36000.08,177416809
USDT_BTC,57600,36000.11,36000.21,36000.11,36000.16,145889632
USDT_BTC,61200,36000.15,36000.03,36000.11,36000.09,199306960
USDT_BTC,64800,36000.06,36000.29,36000.12,36000.18,177988916
USDT_BTC,68400,36000.11,36000.14,36000.11,36000.13,237826822
USDT_BTC,72000,36000.12,36000.20,36000.12,36000.16,112686928
USDT_BTC,75600,36000.16,36000.23,36000.13,36000.19,159990100
USDT_BTC,79200,36000.18,36000.12,36000.17,36000.15,127504552
USDT_BTC,82800,36000.11,36000.19,36000.14,36000.15,186201322
USDT_BTC,86400,36000.17,36000.16,36000.17,36000.16,118750845
USDT_BTC,90000,36000.20,36000.05,36000.18,36000.13,102754958
USDT_BTC,93600,36000.19,36000.01,36000.19,36000.10,51643931
USDT_BTC,97200,36000.18,36000.24,36000.22,36000.21,242886500
USDT_BTC,100800,36000.21,36000.32,36000.21,36000.26,95086533
USDT_BTC,104400,36000.23,36000.21,36000.21,36000.22,126624127
USDT_BTC,108000,36000.20,36000.22,36000.21,36000.21,120062176
USDT_BTC,111600,36000.22,36000.31,36000.24,36000.26,71835247
USDT_BTC,115200,36000.21,36000.42,36000.20,36000.31,187239765
USDT_BTC,118800,36000.21,36000.06,36000.22,36000.14,120216882
USDT_BTC,122400,36000.22,36000.29,36000.23,36000.25,154320981
USDT_BTC,126000,36000.19,36000.23,36000.19,36000.21,186984712
USDT_BTC,129600,36000.22,36000.21,36000.21,36000.22,113477165
USDT_BTC,133200,36000.17,35999.99,36000.18,36000.08,127975016
USDT_BTC,136800,36000.18,36000.17,36000.15,36000.18,182927549
USDT_BTC,140400,36000.14,36000.16,36000.13,36000.15,226231650
USDT_BTC,144000,36000.06,36000.20,36000.08,36000.13,175425503
USDT_BTC,147600,36000.08,35999.92,36000.09,36000.00,204022507
USDT_BTC,151200,36000.12,36000.22,36000.10,36000.17,183354015
USDT_BTC,154800,36000.11,36000.16,36000.13,36000.14,119677380
USDT_BTC,158400,36000.10,36000.28,36000.13,36000.19,97534872
USDT_BTC,162000,36000.12,36000.26,36000.12,36000.19,229398372
USDT_BTC,165600,36000.14,36000.26,36000.13,36000.20,215154947
USDT_BTC,169200,36000.16,36000.12,36000.15,36000.14,55703582
USDT_BTC,172800,36000.22,36000.23,36000.19,36000.22,68191493
USDT_BTC,176400,36000.17,36000.23,36000.17,36000.20,143077043
USDT_BTC,180000,36000.15,36000.17,36000.15,36000.16,147110248
USDT_BTC,183600,36000.17,36000.18,36000.14,36000.17,124714959
USDT_BTC,187200,36000.14,35999.99,36000.16,36000.06,158573608
USDT_BTC,190800,36000.16,36000.08,36000.18,36000.12,167378715
